	buyerid	publisherid	publisher	ppdrevenue	pdrevenue	rev_difference	rev_delta	offer_difference	offer_delta
549	553204	560344	Insticator 9	3.859228	3.3159270000000003	-0.54	-0.14077971034621423	-168765	-0.08663105227738568
530	553204	524947	letsrun AP	8.529183	8.278421999999999	-0.25	-0.02940035405501332	-11252	-0.2235422668123572
510	553204	560269	Ezoic.com	29.804734000000042	29.79860500000011	-0.01	-0.0002056384734027109	-1391324	-0.053952901902922824
545	553204	558617	MATOMY CONTENT NETWORK	4.205990999999993	4.456649000000002	0.25	0.05959546751289049	-202400	-0.06121154091586256
538	553204	526847	ADVFN AP	6.15821	6.540644999999999	0.38	0.06210164966767913	-428117	-0.07730256713418929
539	553204	558566	Komoona42	5.976329999999999	6.817084000000002	0.84	0.14068065183816877	11892	0.019932519070151002
529	553204	560046	AdsAarambh	8.850647	9.81779	0.97	0.10927370620475543	47690	0.030683471266334975
544	553204	558747	Komoona61	4.3385929999999995	5.361092	1.02	0.23567525232258496	13291	0.11385519462719298
533	553204	558257	BidMonitor	6.889539	8.151283	1.26	0.18313910408229045	-249663	-0.07164755542890301
526	553204	557723	H12 Media (UK)	9.445318999999998	11.028010000000005	1.58	0.16756353067588378	42446	0.03951232817033699
546	553204	560019	A4G.com	4.016430999999994	5.915077999999982	1.9	0.47271993468828194	306795	0.0845995203559194
528	553204	557779	H12 Media	9.263360999999998	11.178242999999998	1.91	0.20671568343282756	3368	0.012864782276546983
523	553204	560701	WordPlays1	11.179125000000004	13.320995000000003	2.14	0.1915954960696833	104533	0.017157571182673075
543	553204	558395	Komoona21	5.267697999999999	7.892150999999999	2.62	0.498216298656453	70602	0.11727478397799417
536	553204	558393	Komoona20	6.255914000000001	9.847150999999997	3.59	0.5740547264556379	66173	0.1882835307038759
524	553204	560621	OnScroll News	11.151403999999916	15.00135899999994	3.85	0.3452439710730643	42793	0.009426485178612653
522	553204	558390	Komoona18	11.668669000000007	16.710067	5.04	0.4320456771890598	-35337	-0.031080577124019744
521	553204	558305	Komoona15	12.289851999999998	20.046013	7.76	0.6311028806530788	56410	0.061394964110992
507	553204	559931	WorldLifestyle.com	41.80004000000001	50.38751499999999	8.59	0.20544178905091912	-10441589	-0.18910389099740038
513	553204	546671	eonesoft llc	25.140494999999994	33.742475	8.6	0.34215634974569936	12897	0.008365283392866062
514	553204	558486	Komoona38	24.828623000000015	34.280515000000015	9.45	0.3806853082428291	-10451	-0.017960068877577322
504	553204	560374	BidMonitor 2	71.46674300000025	83.71243000000001	12.25	0.17134804925977554	-105013	-0.04106276037410191
506	553204	560606	RTS-Sonobi	48.25799099999998	61.66612299999999	13.41	0.2778427307510587	-93292660	-0.16233244522843437
515	553204	560724	RTS-WideOrbit	22.46371800000002	37.654999000000004	15.19	0.6762585338722632	4249902	0.15411908341780764
516	553204	560653	GiftConnect	22.332674000000004	42.796048	20.46	0.9162975289031663	-735720	-0.03667233227250476
542	553204	558900	Chegg, Inc.	5.740799	28.710727	22.97	4.0011726590671435	-22753217	-0.29487402559533454
502	553204	559956	Monkey Broker	346.5854009999983	403.0443039999992	56.46	0.16290040733712616	-1114127	-0.04313423795987316
519	553204	557776	District M	14.126785000000003	90.783759	76.66	5.426356669263388	-1974209	-0.009052827584521313
17	559959	509769	Rebecca ODell	6.556331	0.514424	-6.04	-0.9215378235174521	-26836	-0.15851807221798894
8	559959	560601	Q1Media_HB	14.989448000000001	9.336656999999995	-5.65	-0.3771180232921189	-4743	-0.00849628477869892
11	559959	558794	LanistaConceptsLLC3	10.539600000000002	5.243214000000001	-5.3	-0.5025224866218831	-3177296	-0.2685865590233929
12	559959	558563	Streamlyn	9.720554999999989	5.115465000000023	-4.61	-0.47374764095259697	-314835	-0.0594279581234254
26	559959	501785	Participate Media / Real Clear Politics	4.3931499999999994	0.22187	-4.17	-0.9494963750384121	-2375	-0.030157581298490218
4	559959	557920	Work2Media Enterprise	20.446235999999963	16.498364000000034	-3.95	-0.19308551461500964	366464	0.08139757258144943
15	559959	560653	GiftConnect	7.8348999999999975	4.076998999999998	-3.76	-0.47963611533012557	-1259236	-0.05207458909208325
18	559959	560046	AdsAarambh	6.225825	2.500906	-3.72	-0.5983012693096899	46715	0.0808236171401779
25	559959	558203	Radifx	4.868774000000005	2.2495089999999993	-2.62	-0.5379721876595633	78928	0.21473676191719923
5	559959	558801	Brow.si	17.322066999999997	14.885984999999998	-2.44	-0.14063460209454215	-12505	-0.14793739426705627
7	559959	560669	Orbits Digital	15.038943999999907	12.708472000000148	-2.33	-0.15496247608873157	-466427	-0.39691151955382376
33	559959	561049	RTS-MillennialMedia	3.0922119999999995	0.9981009999999999	-2.09	-0.6772210314169922	99304417	0.4134701836283474
16	559959	558617	MATOMY CONTENT NETWORK	7.434143000000002	5.532424999999996	-1.9	-0.2558086386016526	-198296	-0.08898474125470568
30	559959	548938	akapralov@pixfuture.com	3.8186220000000013	2.1439070000000013	-1.67	-0.43856527302257187	-9747	-0.03015621084287027
10	559959	560982	Arteebee	10.782108000000003	9.617064000000006	-1.17	-0.10805345299824451	2336	0.021065541247339753
24	559959	560193	WebCapacity Inc	4.972652	3.804156	-1.17	-0.2349844710629258	46155	0.27343171464285926
14	559959	560544	Chitika	8.012790999999966	6.8545129999999705	-1.16	-0.14455362681991837	-186842	-0.4290947172125218
32	559959	560537	StreamlynAPAC	3.416934	2.2824189999999995	-1.13	-0.33202719162851857	-112102	-0.04877363260056718
29	559959	560789	M32 TC Media2	3.821383	2.766222	-1.06	-0.2761201899940414	-197634	-0.15451926271964975
27	559959	560816	RTS-DistrictM	3.946031999999998	3.013888999999999	-0.93	-0.2362228689478442	-1210360	-0.036410796061547714
20	559959	560776	RTS-Yahoo	5.775103999999878	5.054764999999939	-0.72	-0.12473177972205418	-1489027	-0.05571447675326612
9	559959	560444	Marfeel 2	13.384966	12.752510999999998	-0.63	-0.04725114729465894	91253	0.07371364824922715
31	559959	560962	Boredom Therapy	3.672489	3.1275659999999994	-0.54	-0.1483797500823013	-2821027	-0.18833206878561026
34	559959	560941	RTS-EPlanning	2.9765369999999995	2.707063000000001	-0.27	-0.0905327230939842	-73262	-0.13907856794370185
22	559959	556241	sernate	5.101224	5.099638	0.0	-0.0003109057747710219	-45715	-0.06665801514696404
28	559959	558812	Petilmat S.A	3.8214300000000017	4.217236000000001	0.4	0.10357536314939665	91709	0.05569327373867418
13	559959	560724	RTS-WideOrbit	9.228245000000005	10.520184999999973	1.29	0.13999845040958142	3288979	0.20280627967232365
6	559959	520096	Funbox - Account C	17.043331000000023	18.498327000000046	1.45	0.08537040089170483	-244941	-0.022356190879872336
21	559959	560361	MadAds HB	5.337406	9.416416000000003	4.08	0.7642307892635494	-42675	-0.041872924138134045
19	559959	558889	CrunchMind	5.846825	10.160151999999998	4.31	0.7377212418705876	-6737472	-0.08954399674681819
1	559959	561045	SHMOOP.COM-HB	40.94157399999999	50.007993	9.07	0.2214477391611767	-1815106	-0.2919717445764791
23	559959	561051	BrainJolt LLC-HB	5.094687	16.764574999999997	11.67	2.290599599151036	3871698	0.2384068549287658
3	559959	560374	BidMonitor 2	20.481208000000102	41.03169100000183	20.55	1.0033823688525416	-141136	-0.06497941308768694
2	559959	559956	Monkey Broker	36.29356400000001	70.93550000000003	34.64	0.954492537574982	-951215	-0.09134998786116864
0	559959	560810	MULTIPLY	366.9098780000001	507.74181899999996	140.83	0.3838325143156811	4668679	0.1556066525301185
338	560180	558889	CrunchMind	75.579294	41.15251600000002	-34.43	-0.4555054192488221	-3695684	-0.11130488061832015
337	560180	558511	RTS-sovrn	81.46767399999995	63.300830999999945	-18.17	-0.22299449717933537	-17874184	-0.280892016737874
340	560180	560911	RTS-Tappx	35.008748999999995	20.187373	-14.82	-0.4233620572960204	70350712	0.4495354760829323
345	560180	560653	GiftConnect	24.360832999999996	9.880098999999998	-14.48	-0.594426881872225	-962935	-0.5396816055910977
341	560180	560986	Batanga Media	31.977471000000012	18.302476999999996	-13.67	-0.4276446376888282	-1906735	-0.35614264271780394
348	560180	560810	MULTIPLY	19.125728	6.357430000000001	-12.77	-0.66759801247827	3686355	0.17925550289601536
352	560180	560774	Grateful Ventures	10.971806	1.5589559999999996	-9.41	-0.8579125442064871	-379824	-0.20391537885437722
355	560180	561045	SHMOOP.COM-HB	8.505441	2.0736850000000002	-6.43	-0.7561931239073906	-588503	-0.23792703338643034
353	560180	559931	WorldLifestyle.com	10.409227999999999	4.103401999999999	-6.31	-0.6057918992647678	-7579729	-0.5731442524846654
357	560180	560544	Chitika	7.448806999999994	2.1329030000000015	-5.32	-0.7136584422176594	-123897	-0.5813703592477195
361	560180	558300	Komoona12	6.544501000000004	1.8901090000000003	-4.65	-0.7111912734064828	-97558	-0.14295364461604965
346	560180	558886	The Blogger Network	21.16617000000002	16.55510299999999	-4.61	-0.21785079681397373	-5839083	-0.22077391367374935
350	560180	560269	Ezoic.com	18.244363000000078	14.386982999999997	-3.86	-0.21142859303994688	-1258129	-0.1285746316581647
366	560180	558809	Komoona66	5.357983	1.9530879999999997	-3.4	-0.6354807396738661	-22694	-0.05880081980168261
347	560180	561049	RTS-MillennialMedia	19.869843	16.483542999999994	-3.39	-0.1704240944430213	9793724	0.08676184344719177
344	560180	560606	RTS-Sonobi	24.947613999999966	21.78689299999998	-3.16	-0.1266943203466267	-26580077	-0.2602178098994968
364	560180	558741	Komoona56	5.7861139999999995	2.777702000000001	-3.01	-0.5199365238915097	-68467	-0.15941242758954682
343	560180	508738	Underdog Media	29.159575000000025	26.244129000000033	-2.92	-0.09998245859207447	-3819686	-0.19441660857441617
367	560180	560990	Audience Drive_HB	4.544754	2.027605	-2.52	-0.5538581406166319	-317081	-0.24658830738984908
359	560180	560517	Meaww	6.74858	4.623985999999999	-2.12	-0.31482089565508614	-885822	-0.10515684279466185
365	560180	559956	Monkey Broker	5.576447999999998	3.528350000000001	-2.05	-0.36727644550796457	-399425	-0.09156123685666154
373	560180	558256	Komoona11	3.197878	1.41437	-1.78	-0.5577160854791835	-39587	-0.07908495034591051
388	560180	558390	Komoona18	2.047112	0.6292220000000003	-1.42	-0.6926294213506635	-90622	-0.23793107975057434
380	560180	560962	Boredom Therapy	2.2834910000000006	0.955585	-1.33	-0.5815245166282679	-873350	-0.22216659683815482
392	560180	558682	Komoona55	1.7131070000000002	0.40217299999999984	-1.31	-0.7652376646642621	-31085	-0.1560225664294247
375	560180	558794	LanistaConceptsLLC3	3.0343119999999995	1.828309999999999	-1.21	-0.39745484314071877	-1950967	-0.39832634770211217
360	560180	558865	Komoona72	6.618276000000002	5.526820999999999	-1.09	-0.16491530422726436	-49920	-0.05649078177266987
383	560180	560118	AdSparc2	2.2265059999999997	1.2431230000000002	-0.98	-0.4416709409271745	-45083	-0.15099540479348364
358	560180	558808	Komoona65	7.232346	6.369828000000001	-0.86	-0.11925839831224873	-41149	-0.09836751378732499
389	560180	560644	Digital Entertainment Online	1.7958839999999996	0.967952	-0.83	-0.4610164130868139	-896702	-0.23075121744348706
370	560180	560938	Marfeel 5	3.598063000000001	2.861930000000001	-0.74	-0.20459147046619247	43440	0.007030055591491626
374	560180	558843	Komoona69	3.1280760000000005	2.4720580000000005	-0.66	-0.20971932907000976	-33664	-0.0751871638644201
372	560180	560444	Marfeel 2	3.4157900000000003	2.8466449999999996	-0.57	-0.16662177709988044	89509	0.028100314629091166
382	560180	560781	PATIENT PLATFORM LIMITED	2.2292020000000003	1.7079550000000001	-0.52	-0.23382672364370755	-102647	-0.09410956819269509
362	560180	533288	Babylon Advertising Network	6.417634999999995	6.061542000000017	-0.36	-0.055486639548677746	-47728	-0.07804380316374351
356	560180	560701	WordPlays1	7.761146	7.506078000000001	-0.26	-0.03286473415137387	-198953	-0.08797947427142198
387	560180	560903	Vertical Scope1	2.0570839999999997	1.8092710000000032	-0.25	-0.12046809950395634	-522198	-0.13825701765603418
376	560180	560193	WebCapacity Inc	2.9598050000000007	2.7184600000000003	-0.24	-0.08154084475159691	6234	0.04534906559392436
371	560180	558396	Komoona22	3.563802000000003	3.3398749999999993	-0.22	-0.06283373767678552	-12326	-0.029020516370245848
386	560180	560950	Brulee Media	2.1026330000000004	1.9278270000000002	-0.17	-0.08313671477618786	-66037	-0.07945208775739784
393	560180	560313	Freestar	1.6112879999999996	1.6536549999999994	0.04	0.026293871734910105	-738731	-0.1060066376570517
381	560180	560036	FarlexInternational	2.253844	2.3543969999999996	0.1	0.04461400167890931	-239424	-0.24546262606379543
390	560180	560447	BidGear	1.7759129999999999	2.0103000000000004	0.23	0.131981127453879	88855	0.13707664444149617
394	560180	548938	akapralov@pixfuture.com	1.6090200000000001	1.8456440000000005	0.24	0.14706094392860272	-17163	-0.03580017980396778
384	560180	553934	Generation Premium	2.173448	2.710169000000001	0.54	0.2469444863645235	69576	0.02789014068133943
369	560180	560658	AdGiant.IO	3.714369999999996	4.465906999999951	0.75	0.20233229322871857	1271	0.004416675643649682
391	560180	558609	Yieldlove	1.7657719999999992	2.9170689999999997	1.15	0.6520077337277977	-261354	-0.033174253365418425
342	560180	558346	Sortable	29.42646700000003	30.802614000000005	1.38	0.04676562089495736	-1407430	-0.12304522125855076
385	560180	557776	District M	2.1513	3.534416999999999	1.38	0.6429214893320313	-6688394	-0.0964588797794683
339	560180	561051	BrainJolt LLC-HB	74.692449	76.08561300000002	1.39	0.018652005907585482	419010	0.04234962653372233
377	560180	558750	RTS-Stroer SSP	2.5491750000000017	4.323578000000004	1.77	0.696069512685477	781129	0.28596505871749195
379	560180	560876	Geniee10	2.342689	4.130417999999999	1.79	0.763109828065099	620170	0.8343771400279574
368	560180	556241	sernate	4.313495999999999	8.317961	4.0	0.9283571840567378	-33324	-0.025416457239960676
351	560180	561043	VonVon	16.17635399999999	20.609170999999982	4.43	0.27403066228644574	-1414917	-0.08547338420153813
378	560180	560754	RTS-Sekindo	2.479785	9.041758999999988	6.56	2.6461866653762276	1286518	0.15251172569374674
354	560180	560724	RTS-WideOrbit	8.569815000000006	18.025927000000006	9.46	1.1034207856295608	1116449	0.17365799710997495
349	560180	558829	RTS-Imonomy	19.11884	28.938963999999995	9.82	0.5136359737306236	523469	0.7324266655473237
363	560180	560905	Yieldlove 3	6.210655000000001	16.698107999999998	10.49	1.6886226976059684	82539	0.052754968927624345
101	560244	560713	PlayBuzz	158.5322900000001	81.356097	-77.18	-0.4868168686644219	-938770	-0.16201276400399003
105	560244	560792	Vinyl Trading Desk	58.196825999999994	4.7065600000000005	-53.49	-0.9191268609734833	408076	0.22973294015783316
106	560244	557877	Division-D AP	46.16831599999999	10.096404000000001	-36.07	-0.7813131412460441	-5298661	-0.5275139679682265
103	560244	560780	Tersertude	89.84783599999999	54.290566999999996	-35.56	-0.3957498653612536	-3217148	-0.3697199393995183
108	560244	560664	Slutzky & Winsham	34.764997	22.382669000000003	-12.38	-0.35617227293303083	-2071376	-0.32784803274656393
107	560244	560187	LKQD	35.228502999999996	24.664165	-10.56	-0.29988041217646966	1448645	0.09582479226424384
100	560244	560751	SpotX	159.7595340000001	151.676982	-8.08	-0.050591985327148446	-2642133	-0.1128958419503591
109	560244	560973	GetIntent1	21.525026	14.069701	-7.46	-0.3463561437742282	19311	0.02127073679294434
112	560244	560143	RockYou AP	17.36101300000001	11.863276000000008	-5.5	-0.31667144077364606	7004431	0.5411939205502964
113	560244	560626	VidRide	16.854934	12.482876999999997	-4.37	-0.2593933028749922	12540	0.007250206116306257
111	560244	558511	RTS-sovrn	19.774209999999986	18.216159999999977	-1.56	-0.0787920225384483	1826529	0.08014754988902822
110	560244	560453	Sekindo	20.41803599999999	27.762978999999998	7.34	0.3597281834550596	-188849	-0.3075436116575687
104	560244	560565	DarriensAP	73.63548300000005	90.04650299999997	16.41	0.2228683690443086	3677876	0.19189653808643378
102	560244	560693	BaronsMedia_VideoTag	116.70451099999994	193.90124300000008	77.2	0.6614717060936931	7815381	0.2778875940278307
99	560244	560711	RTS-TremorVideo	195.09840700000004	294.68001699999996	99.58	0.5104173403117531	1189779	0.029068260066082718
278	560271	560163	Funbox11	145.4805740000003	49.01348000000017	-96.47	-0.6630926133134444	603863	0.07215819517699439
277	560271	560713	PlayBuzz	256.5967050000002	200.8072100000001	-55.79	-0.21742093297729626	-769506	-0.04040923974349812
279	560271	558511	RTS-sovrn	123.74209900000041	86.19498300000025	-37.55	-0.30343041134286913	-40773493	-0.12485775794863606
281	560271	560840	DistroScale	68.71049500000002	44.46348099999998	-24.25	-0.3528866150651372	-34553	-0.11290612450291308
282	560271	560911	RTS-Tappx	67.05010399999999	47.923203	-19.13	-0.28526280883919275	102926913	0.8181464604303437
288	560271	558257	BidMonitor	19.36732300000001	1.7057280000000001	-17.66	-0.9119275286522562	-47034	-0.036202111135570494
285	560271	559931	WorldLifestyle.com	47.582446000000004	32.666252	-14.92	-0.3134810261750731	-3376913	-0.2077718007578913
283	560271	559956	Monkey Broker	50.61109800000001	36.71696899999996	-13.89	-0.2745273180992842	-234519	-0.03360990106161421
297	560271	559963	Funbox6 - Account F	12.54660400000001	0.030564000000000008	-12.52	-0.9975639623279734	58234	0.1473808354803278
289	560271	560664	Slutzky & Winsham	19.33132099999982	6.877242000000001	-12.45	-0.6442435568681486	-4819613	-0.07208710927986509
293	560271	560091	RTS-MobFox	14.660645000000002	2.399768	-12.26	-0.8363122495633719	37826878	0.29936677474728207
292	560271	560742	Dashbid1	16.694186	6.072551000000009	-10.62	-0.6362475534895796	11095635	0.6151394479296656
287	560271	520096	Funbox - Account C	21.048943999999956	11.190471000000038	-9.86	-0.4683595053509544	225622	0.04207746945111787
294	560271	557877	Division-D AP	14.06725400000001	6.112787999999991	-7.95	-0.5654597549742127	-39370087	-0.37452273665717895
311	560271	558081	Math Aids	6.1249699999999985	1.5297350000000003	-4.6	-0.7502461236544831	-645706	-0.2654261865554274
316	560271	560947	Vexigo1	4.451905000000002	1.3287530000000007	-3.12	-0.7015315915321643	417045	0.19508093581968422
300	560271	561019	Premium Programmatic	12.066813999999997	9.002605000000003	-3.06	-0.25393687182051494	-146750	-0.13847945314062907
301	560271	543168	Lanista Concepts LLC	12.058716	9.019082	-3.04	-0.2520694574778941	-3296	-0.023932095583163306
329	560271	526847	ADVFN AP	3.2301469999999988	0.22579600000000002	-3.0	-0.930097298977415	-222457	-0.14698348114911103
304	560271	560810	MULTIPLY	9.383187999999999	6.456075000000001	-2.93	-0.3119529311359847	2336602	0.19151007689164806
315	560271	560571	Spot.IM	4.720732	1.9434590000000005	-2.78	-0.5883140580740442	70714	0.1613911122370496
327	560271	560669	Orbits Digital	3.4342200000000003	0.7319910000000003	-2.7	-0.7868537833918618	-139511	-0.3331287757587335
330	560271	560415	Pubgears21	3.1884919999999988	0.5424509999999999	-2.65	-0.8298722405450601	-101515	-0.3528600030588268
322	560271	560143	RockYou AP	3.9102890000000006	1.3061529999999997	-2.6	-0.6659702134548112	46213127	0.6002523331103592
334	560271	560210	RTS-MediaNet	2.788938	0.215042	-2.57	-0.9228946645640742	-22227167	-0.9388826101002345
323	560271	558200	Zamzar.com	3.9022690000000004	1.4287940000000003	-2.47	-0.6338555850455209	-9727	-0.11061579575823051
290	560271	558346	Sortable	19.237999999999985	16.815199000000028	-2.42	-0.12593829919949887	-3121739	-0.20746948607731455
319	560271	558889	CrunchMind	4.384861000000001	2.230022	-2.15	-0.49142698023951054	-2821043	-0.08364371121104255
324	560271	560036	FarlexInternational	3.8231820000000005	1.6990109999999998	-2.12	-0.5556028983187303	-110280	-0.2196742733299337
336	560271	560774	Grateful Ventures	2.590139	0.6311990000000001	-1.96	-0.7563069009037738	-192701	-0.12888638593614038
313	560271	558760	XTENDADSCOM	5.638101000000008	3.922190999999997	-1.72	-0.30434183424525535	-7701	-0.1296115524437862
325	560271	560137	Adpone	3.709265000000002	2.1586960000000013	-1.55	-0.41802594314507047	-661	-0.019751389469909758
307	560271	560653	GiftConnect	8.348756	6.8896799999999985	-1.46	-0.17476567766503193	-525790	-0.05386395701291735
335	560271	521707	Forum Communications	2.632809	1.3003470000000001	-1.33	-0.5060989992057912	-219203	-0.1086348669538447
305	560271	560606	RTS-Sonobi	9.233452000000003	7.994359000000003	-1.24	-0.13419607314794077	-30737129	-0.23428590144447473
333	560271	557723	H12 Media (UK)	2.8762499999999998	1.6716419999999994	-1.2	-0.4188119947848763	-15395	-0.07288471007082528
306	560271	533288	Babylon Advertising Network	8.598624999999993	7.496042999999999	-1.1	-0.12822771082585815	-996415	-0.2847933392974022
328	560271	560374	BidMonitor 2	3.3252710000000003	2.2898959999999993	-1.04	-0.31136559997666385	-43396	-0.06883457400319459
326	560271	560430	Comicbook	3.4515519999999995	2.5184019999999996	-0.93	-0.27035663956388317	53561	0.027938990229882058
331	560271	546671	eonesoft llc	3.1378570000000003	2.6981219999999997	-0.44	-0.14013863601814888	-12492	-0.04257552622968699
332	560271	558801	Brow.si	2.989642000000001	2.6019179999999995	-0.39	-0.12968910658868224	-68631	-0.3027887215822609
286	560271	560574	Taboola_VideoTag	22.84064499999998	22.59182099999999	-0.25	-0.010893913022158181	348177	0.16651052284984225
317	560271	557987	AdTycoons	4.427718999999995	4.321093999999999	-0.11	-0.0240812481550877	-364611	-0.4749734577832201
299	560271	560049	YellowHammer Media Group	12.200856000000002	12.243426000000001	0.04	0.0034890994533497933	-610722	-0.10107238455043359
310	560271	548938	akapralov@pixfuture.com	6.665682000000003	6.792678000000004	0.13	0.019052214012009714	-3226	-0.017046054995455796
309	560271	560724	RTS-WideOrbit	6.733588999999998	7.158704	0.43	0.06313349389159373	1334214	0.18030357495182314
314	560271	560973	GetIntent1	5.203634999999999	5.721409	0.52	0.09950236709530956	1166124	0.29472530655375623
320	560271	519187	AutoTrader Classics	4.243963	5.158326000000001	0.91	0.21545027607450884	466	0.015547325926667334
298	560271	560436	Univision	12.359091	13.384453999999998	1.03	0.08296427301975515	237656	0.04087774242907938
302	560271	560836	Froppit Inc.	11.258259999999998	12.318916999999999	1.06	0.09421145008198434	3162	0.0025776641569358895
312	560271	557920	Work2Media Enterprise	5.79352000000001	7.420608	1.63	0.2808461867741869	188951	0.11275029298809669
321	560271	560059	SynupMedia	3.9467479999999995	5.729239	1.78	0.45163537170348866	100098	0.06400479821780482
303	560271	560626	VidRide	9.948196000000005	11.889829000000004	1.94	0.19517438136522428	1227372	0.19749789528156886
296	560271	560631	Yashi2	13.712990999999995	17.142101000000007	3.43	0.25006287833194185	2221971	0.32922078557075507
295	560271	560031	RTS-Switch	14.056524000000241	19.194297999999755	5.14	0.36550814411866156	-872221	-0.17153830677556064
318	560271	558299	RTS-AOL Marketplace	4.403169000000002	11.562535999999998	7.16	1.6259578044812708	-5849968	-0.04999088110067909
308	560271	560046	AdsAarambh	7.345930000000003	15.523533	8.18	1.1132154812256576	9757	0.03461573939389639
284	560271	560711	RTS-TremorVideo	50.187203999999994	79.443757	29.26	0.5829484543510337	7540360	0.1252240577410124
291	560271	561049	RTS-MillennialMedia	18.346997	72.615926	54.27	2.957918889941498	44804982	0.47575526111679517
280	560271	560007	RTS-ConvertMedia	100.30611099999993	188.12196500000005	87.82	0.8754786036914558	9588256	0.2692542087819122
155	560803	520096	Funbox - Account C	307.4700229999996	202.5183710000001	-104.95	-0.34133946124562414	-1013135	-0.12643438037750296
157	560803	560862	Ivemedia	148.463853	62.103564999999996	-86.36	-0.5816923530874549	217523	0.05421860924904074
156	560803	557920	Work2Media Enterprise	169.86123400000034	98.94450499999971	-70.92	-0.41749802076676595	-302665	-0.10615753326882006
158	560803	508738	Underdog Media	148.14458399999975	82.37734399999992	-65.77	-0.44393955029770066	-11027034	-0.186109106857437
159	560803	558889	CrunchMind	146.8793090000001	91.38741899999995	-55.49	-0.3778060393789033	-5102756	-0.1461425640050121
160	560803	533288	Babylon Advertising Network	113.79748500000058	60.386277	-53.41	-0.46935314958850194	-333061	-0.11567184524621955
161	560803	558346	Sortable	88.5567809999999	52.653917	-35.9	-0.4054219631131346	-5159065	-0.2722131063551014
175	560803	561020	RSOE-HB	38.73308299999999	9.908000999999999	-28.83	-0.7441979767012091	-155697	-0.09958941760495948
170	560803	560733	SNT Media	47.36591199999998	22.687139000000005	-24.68	-0.5210239169468538	-1272451	-0.23843436375298335
174	560803	560293	WazimoHB	39.86142499999999	19.568564000000002	-20.29	-0.5090851869946945	-861726	-0.28971354626317114
164	560803	559952	AdThriveHB	54.02461599999979	34.98751099999993	-19.04	-0.35237834915846394	-2765811	-0.1609075082211844
180	560803	560998	eBay	34.713809999999995	16.893994000000003	-17.82	-0.5133350675134765	-5119888	-0.11818669663749877
173	560803	558886	The Blogger Network	42.65736399999997	25.85183399999995	-16.81	-0.3939655061667672	-2744490	-0.15590917821276473
190	560803	559963	Funbox6 - Account F	27.755926000000382	11.780670999999955	-15.98	-0.5755619538688858	-40233	-0.06260630062165926
167	560803	560644	Digital Entertainment Online	53.00625799999999	37.52279499999999	-15.48	-0.2921063207291487	-1949323	-0.2050877317572917
187	560803	560656	Best Toddler Tips	28.745013999999998	14.070851999999997	-14.67	-0.5104941677885425	-2277333	-0.45158549363351613
178	560803	560187	LKQD	37.62818600000019	23.36297100000003	-14.27	-0.37910982474680255	-15958517	-0.18675386011397724
179	560803	560709	Saavy Financial Advice	36.37408599999999	22.382033000000003	-13.99	-0.38467091654206764	72792	0.024212121494344784
183	560803	558257	BidMonitor	33.489703000000006	19.981511000000005	-13.51	-0.40335359199811355	-409321	-0.13866794136608526
169	560803	558299	RTS-AOL Marketplace	50.63867800000001	38.286933000000005	-12.35	-0.24391918367221208	-10773304	-0.25050759316780224
186	560803	558894	MonetizeMoreAP	29.43847299999999	17.282329999999998	-12.16	-0.4129338841725927	-1151735	-0.05480969877091903
163	560803	560653	GiftConnect	58.57414599999998	46.87305499999994	-11.7	-0.19976545624754044	-474754	-0.04068121066605656
200	560803	560310	Adflare.com	20.966094000000002	9.939337000000005	-11.03	-0.525932822775668	-215408	-0.07740856946442375
189	560803	560374	BidMonitor 2	27.948972999999878	17.118641999999998	-10.83	-0.3875037197252267	-326861	-0.1785384212021237
209	560803	560560	AdMonkey	17.276996	7.809056	-9.47	-0.5480084616561814	-236825	-0.5419237176436129
204	560803	560192	Magic Mouse Guide	19.003438	9.600701999999998	-9.4	-0.49479131091963474	-208197	-0.11880854201215038
208	560803	558900	Chegg, Inc.	18.215763000000006	8.846756000000003	-9.37	-0.514335139296663	-6775057	-0.3285488934590612
192	560803	560751	SpotX	25.813820000000025	16.537916	-9.28	-0.35933867982344403	-15384209	-0.22646231223123053
227	560803	557507	Adadyn Technologies	11.624752000000019	2.923377999999999	-8.7	-0.7485212587761017	-1186767	-0.7658206569540423
242	560803	560210	RTS-MediaNet	8.841273000000003	0.34714100000000003	-8.49	-0.9607363102575839	-9022229	-0.9551226547713052
188	560803	559956	Monkey Broker	28.484976999999994	20.239102000000003	-8.25	-0.28948153969020207	-1447697	-0.08234711785343479
182	560803	559903	Curse.com	33.75377700000003	25.610369000000002	-8.14	-0.2412591633819237	2505956	0.083631505242012
176	560803	557776	District M	38.39932099999999	30.37841500000002	-8.02	-0.20888145391945792	-5127159	-0.12175267116767924
217	560803	560026	BumpClick	15.054654000000001	7.0367440000000006	-8.02	-0.5325868000686034	-954777	-0.3121247090514423
185	560803	560019	A4G.com	30.71339599999999	23.25528899999999	-7.46	-0.24282912251058142	259070	0.07284519433164457
215	560803	560361	MadAds HB	15.522412000000001	8.096040999999998	-7.43	-0.47842893230768535	137860	0.03471889056699378
222	560803	558275	Wizzed Media	13.957146999999997	7.131452999999999	-6.83	-0.489046507857229	-1720132	-0.38921900826913786
197	560803	561051	BrainJolt LLC-HB	23.02806	16.211312	-6.82	-0.29601920439672297	507360	0.10581472079312655
